[1] ">>>> Accuracy CI [ 0.710884121280111 , 0.721536931351468 ]"
[1] ">>>> Recall CI [ 0.713072121568767 , 0.730717352115443 ]"
[1] ">>>> Precision CI [ 0.70869748464914 , 0.721225768056004 ]"
[1] ">>>> F1 CI [ 0.711810321605211 , 0.723117599690722 ]"

accuracy,precision,recall,f1
0.736842105263158,0.722772277227723,0.768421052631579,0.744897959183674
0.736842105263158,0.718446601941748,0.778947368421053,0.747474747474748
0.689473684210526,0.704545454545455,0.652631578947368,0.677595628415301
0.715789473684211,0.699029126213592,0.757894736842105,0.727272727272727
0.721052631578947,0.705882352941177,0.757894736842105,0.730964467005076
0.742105263157895,0.712962962962963,0.810526315789474,0.758620689655172
0.752631578947368,0.772727272727273,0.715789473684211,0.743169398907104
0.715789473684211,0.711340206185567,0.726315789473684,0.71875
0.742105263157895,0.73469387755102,0.757894736842105,0.746113989637306
0.710526315789474,0.704081632653061,0.726315789473684,0.715025906735751
0.694736842105263,0.690721649484536,0.705263157894737,0.697916666666667
0.694736842105263,0.703296703296703,0.673684210526316,0.688172043010753
0.694736842105263,0.679611650485437,0.736842105263158,0.707070707070707
0.768421052631579,0.774193548387097,0.757894736842105,0.765957446808511
0.689473684210526,0.683673469387755,0.705263157894737,0.694300518134715
0.721052631578947,0.75,0.663157894736842,0.70391061452514
0.705263157894737,0.705263157894737,0.705263157894737,0.705263157894737
0.721052631578947,0.705882352941177,0.757894736842105,0.730964467005076
0.726315789473684,0.70873786407767,0.768421052631579,0.737373737373737
0.742105263157895,0.767441860465116,0.694736842105263,0.729281767955801
0.689473684210526,0.691489361702128,0.684210526315789,0.687830687830688
0.742105263157895,0.755555555555556,0.715789473684211,0.735135135135135
0.731578947368421,0.715686274509804,0.768421052631579,0.741116751269036
0.668421052631579,0.653846153846154,0.715789473684211,0.683417085427136
0.715789473684211,0.746987951807229,0.652631578947368,0.696629213483146
0.657894736842105,0.65625,0.663157894736842,0.659685863874346
0.678947368421053,0.654545454545455,0.757894736842105,0.702439024390244
0.715789473684211,0.688073394495413,0.789473684210526,0.735294117647059
0.694736842105263,0.686868686868687,0.715789473684211,0.701030927835051
0.736842105263158,0.784810126582278,0.652631578947368,0.71264367816092
0.742105263157895,0.725490196078431,0.778947368421053,0.751269035532995
0.731578947368421,0.707547169811321,0.789473684210526,0.746268656716418
0.710526315789474,0.717391304347826,0.694736842105263,0.705882352941177
0.731578947368421,0.703703703703704,0.8,0.748768472906404
0.710526315789474,0.704081632653061,0.726315789473684,0.715025906735751
0.705263157894737,0.709677419354839,0.694736842105263,0.702127659574468
