accuracy,precision,recall,f1
0.631578947368421,0.647058823529412,0.578947368421053,0.611111111111111
0.626315789473684,0.633333333333333,0.6,0.616216216216216
0.668421052631579,0.666666666666667,0.673684210526316,0.670157068062827
0.657894736842105,0.65,0.684210526315789,0.666666666666667
0.684210526315789,0.680412371134021,0.694736842105263,0.6875
0.652631578947368,0.640776699029126,0.694736842105263,0.666666666666667
0.642105263157895,0.623853211009174,0.715789473684211,0.666666666666667
0.631578947368421,0.654320987654321,0.557894736842105,0.602272727272727
0.715789473684211,0.707070707070707,0.736842105263158,0.721649484536082
0.678947368421053,0.673469387755102,0.694736842105263,0.683937823834197
0.652631578947368,0.640776699029126,0.694736842105263,0.666666666666667
0.636842105263158,0.625,0.684210526315789,0.653266331658292
0.673684210526316,0.666666666666667,0.694736842105263,0.680412371134021
0.657894736842105,0.641509433962264,0.715789473684211,0.676616915422886
0.673684210526316,0.67741935483871,0.663157894736842,0.670212765957447
0.615789473684211,0.625,0.578947368421053,0.601092896174863
0.689473684210526,0.691489361702128,0.684210526315789,0.687830687830688
0.705263157894737,0.705263157894737,0.705263157894737,0.705263157894737
0.736842105263158,0.718446601941748,0.778947368421053,0.747474747474748
0.715789473684211,0.707070707070707,0.736842105263158,0.721649484536082
0.689473684210526,0.683673469387755,0.705263157894737,0.694300518134715
0.678947368421053,0.680851063829787,0.673684210526316,0.677248677248677
0.715789473684211,0.702970297029703,0.747368421052632,0.724489795918367
0.631578947368421,0.626262626262626,0.652631578947368,0.639175257731959
0.726315789473684,0.704761904761905,0.778947368421053,0.74
0.647368421052632,0.64,0.673684210526316,0.656410256410256
0.657894736842105,0.66304347826087,0.642105263157895,0.6524064171123
0.621052631578947,0.626373626373626,0.6,0.612903225806452
0.673684210526316,0.654205607476635,0.736842105263158,0.693069306930693
0.710526315789474,0.732558139534884,0.663157894736842,0.696132596685083
0.715789473684211,0.715789473684211,0.715789473684211,0.715789473684211
0.636842105263158,0.625,0.684210526315789,0.653266331658292
0.684210526315789,0.680412371134021,0.694736842105263,0.6875
0.610526315789474,0.601941747572815,0.652631578947368,0.626262626262626
0.673684210526316,0.694117647058824,0.621052631578947,0.655555555555556
0.684210526315789,0.701149425287356,0.642105263157895,0.67032967032967
0.6,0.597938144329897,0.610526315789474,0.604166666666667
0.663157894736842,0.666666666666667,0.652631578947368,0.659574468085106
0.710526315789474,0.722222222222222,0.684210526315789,0.702702702702703
0.684210526315789,0.680412371134021,0.694736842105263,0.6875
0.605263157894737,0.608695652173913,0.589473684210526,0.598930481283422
0.678947368421053,0.677083333333333,0.684210526315789,0.680628272251309
0.678947368421053,0.660377358490566,0.736842105263158,0.696517412935323
0.673684210526316,0.673684210526316,0.673684210526316,0.673684210526316
0.678947368421053,0.673469387755102,0.694736842105263,0.683937823834197
0.673684210526316,0.657142857142857,0.726315789473684,0.69
0.684210526315789,0.676767676767677,0.705263157894737,0.690721649484536
0.673684210526316,0.673684210526316,0.673684210526316,0.673684210526316
0.626315789473684,0.630434782608696,0.610526315789474,0.620320855614973
0.642105263157895,0.626168224299065,0.705263157894737,0.663366336633663
0.689473684210526,0.695652173913043,0.673684210526316,0.684491978609626
0.652631578947368,0.640776699029126,0.694736842105263,0.666666666666667
0.663157894736842,0.653465346534653,0.694736842105263,0.673469387755102
0.626315789473684,0.622448979591837,0.642105263157895,0.632124352331606
0.636842105263158,0.641304347826087,0.621052631578947,0.631016042780749
0.673684210526316,0.681318681318681,0.652631578947368,0.666666666666667
0.636842105263158,0.614035087719298,0.736842105263158,0.669856459330144
0.636842105263158,0.627450980392157,0.673684210526316,0.649746192893401
0.657894736842105,0.670454545454545,0.621052631578947,0.644808743169399
0.694736842105263,0.694736842105263,0.694736842105263,0.694736842105263
0.642105263157895,0.626168224299065,0.705263157894737,0.663366336633663
0.652631578947368,0.649484536082474,0.663157894736842,0.65625
0.652631578947368,0.643564356435644,0.684210526315789,0.663265306122449
0.673684210526316,0.657142857142857,0.726315789473684,0.69
0.673684210526316,0.638655462184874,0.8,0.710280373831776
0.668421052631579,0.677777777777778,0.642105263157895,0.659459459459459
0.663157894736842,0.682352941176471,0.610526315789474,0.644444444444444
0.621052631578947,0.629213483146067,0.589473684210526,0.608695652173913
0.631578947368421,0.634408602150538,0.621052631578947,0.627659574468085
0.636842105263158,0.647727272727273,0.6,0.622950819672131
0.578947368421053,0.582417582417582,0.557894736842105,0.56989247311828
0.663157894736842,0.644859813084112,0.726315789473684,0.683168316831683
0.652631578947368,0.640776699029126,0.694736842105263,0.666666666666667
0.673684210526316,0.685393258426966,0.642105263157895,0.66304347826087
0.647368421052632,0.655555555555556,0.621052631578947,0.637837837837838
0.657894736842105,0.644230769230769,0.705263157894737,0.673366834170854
0.605263157894737,0.608695652173913,0.589473684210526,0.598930481283422
0.705263157894737,0.689320388349515,0.747368421052632,0.717171717171717
0.636842105263158,0.627450980392157,0.673684210526316,0.649746192893401
0.642105263157895,0.636363636363636,0.663157894736842,0.649484536082474
0.673684210526316,0.670103092783505,0.684210526315789,0.677083333333333
0.636842105263158,0.627450980392157,0.673684210526316,0.649746192893401
0.615789473684211,0.612244897959184,0.631578947368421,0.621761658031088
0.689473684210526,0.691489361702128,0.684210526315789,0.687830687830688
0.657894736842105,0.638888888888889,0.726315789473684,0.679802955665025
0.610526315789474,0.608247422680412,0.621052631578947,0.614583333333333
0.668421052631579,0.670212765957447,0.663157894736842,0.666666666666667
0.626315789473684,0.617647058823529,0.663157894736842,0.639593908629442
0.631578947368421,0.634408602150538,0.621052631578947,0.627659574468085
0.678947368421053,0.688888888888889,0.652631578947368,0.67027027027027
0.678947368421053,0.684782608695652,0.663157894736842,0.67379679144385
0.636842105263158,0.638297872340426,0.631578947368421,0.634920634920635
0.636842105263158,0.625,0.684210526315789,0.653266331658292
0.642105263157895,0.628571428571429,0.694736842105263,0.66
0.663157894736842,0.656565656565657,0.684210526315789,0.670103092783505
0.636842105263158,0.627450980392157,0.673684210526316,0.649746192893401
0.694736842105263,0.679611650485437,0.736842105263158,0.707070707070707
0.678947368421053,0.707317073170732,0.610526315789474,0.655367231638418
0.615789473684211,0.607843137254902,0.652631578947368,0.629441624365482
0.636842105263158,0.644444444444444,0.610526315789474,0.627027027027027
