[1] ">>>> Accuracy CI [ 0.709365863088986 , 0.718528873753119 ]"
[1] ">>>> Recall CI [ 0.700286100513451 , 0.717608636328655 ]"
[1] ">>>> Precision CI [ 0.711782261418569 , 0.722716540846291 ]"
[1] ">>>> F1 CI [ 0.707008857679224 , 0.717182165483062 ]"


accuracy,precision,recall,f1
0.747368421052632,0.776470588235294,0.694736842105263,0.733333333333333
0.731578947368421,0.729166666666667,0.736842105263158,0.732984293193717
0.710526315789474,0.722222222222222,0.684210526315789,0.702702702702703
0.705263157894737,0.701030927835051,0.715789473684211,0.708333333333333
0.763157894736842,0.765957446808511,0.757894736842105,0.761904761904762
0.731578947368421,0.724489795918367,0.747368421052632,0.735751295336788
0.678947368421053,0.67,0.705263157894737,0.687179487179487
0.747368421052632,0.758241758241758,0.726315789473684,0.741935483870968
0.7,0.697916666666667,0.705263157894737,0.701570680628272
0.710526315789474,0.727272727272727,0.673684210526316,0.699453551912568
0.742105263157895,0.73469387755102,0.757894736842105,0.746113989637306
0.747368421052632,0.752688172043011,0.736842105263158,0.74468085106383
0.752631578947368,0.772727272727273,0.715789473684211,0.743169398907104
0.689473684210526,0.673076923076923,0.736842105263158,0.703517587939699
0.715789473684211,0.720430107526882,0.705263157894737,0.712765957446809
0.694736842105263,0.698924731182796,0.684210526315789,0.691489361702128
0.736842105263158,0.722772277227723,0.768421052631579,0.744897959183674
0.673684210526316,0.663366336633663,0.705263157894737,0.683673469387755
0.742105263157895,0.739583333333333,0.747368421052632,0.743455497382199
0.684210526315789,0.684210526315789,0.684210526315789,0.684210526315789
0.705263157894737,0.714285714285714,0.684210526315789,0.698924731182796
0.7,0.715909090909091,0.663157894736842,0.688524590163934
0.715789473684211,0.746987951807229,0.652631578947368,0.696629213483146
0.710526315789474,0.717391304347826,0.694736842105263,0.705882352941177
0.726315789473684,0.700934579439252,0.789473684210526,0.742574257425743
0.721052631578947,0.744186046511628,0.673684210526316,0.707182320441989
0.726315789473684,0.726315789473684,0.726315789473684,0.726315789473684
0.678947368421053,0.684782608695652,0.663157894736842,0.67379679144385
0.726315789473684,0.736263736263736,0.705263157894737,0.720430107526882
0.652631578947368,0.662921348314607,0.621052631578947,0.641304347826087
0.747368421052632,0.742268041237113,0.757894736842105,0.75
0.747368421052632,0.732673267326733,0.778947368421053,0.755102040816327
0.673684210526316,0.654205607476635,0.736842105263158,0.693069306930693
0.721052631578947,0.75,0.663157894736842,0.70391061452514
0.710526315789474,0.722222222222222,0.684210526315789,0.702702702702703
0.736842105263158,0.736842105263158,0.736842105263158,0.736842105263158
0.710526315789474,0.727272727272727,0.673684210526316,0.699453551912568
0.705263157894737,0.705263157894737,0.705263157894737,0.705263157894737
0.673684210526316,0.681318681318681,0.652631578947368,0.666666666666667
0.684210526315789,0.692307692307692,0.663157894736842,0.67741935483871
0.705263157894737,0.701030927835051,0.715789473684211,0.708333333333333
0.721052631578947,0.714285714285714,0.736842105263158,0.725388601036269
0.705263157894737,0.724137931034483,0.663157894736842,0.692307692307692
0.715789473684211,0.720430107526882,0.705263157894737,0.712765957446809
0.731578947368421,0.739130434782609,0.715789473684211,0.727272727272727
0.715789473684211,0.691588785046729,0.778947368421053,0.732673267326733
0.715789473684211,0.735632183908046,0.673684210526316,0.703296703296703
0.705263157894737,0.724137931034483,0.663157894736842,0.692307692307692
0.726315789473684,0.726315789473684,0.726315789473684,0.726315789473684
