[1] ">>>> Accuracy CI [ 0.704952254227325 , 0.7121158085999 ]"
[1] ">>>> Recall CI [ 0.698034352977939 , 0.712646275294312 ]"
[1] ">>>> Precision CI [ 0.706411609720972 , 0.714403944571049 ]"
[1] ">>>> Recall CI [ 0.703012589447741 , 0.711489661395624 ]"

accuracy,precision,recall,f1
0.696335078534031,0.709497206703911,0.664921465968586,0.686486486486486
0.714659685863874,0.711340206185567,0.722513089005236,0.716883116883117
0.68586387434555,0.676616915422886,0.712041884816754,0.693877551020408
0.746073298429319,0.719626168224299,0.806282722513089,0.760493827160494
0.717277486910995,0.734463276836158,0.680628272251309,0.706521739130435
0.719895287958115,0.716494845360825,0.727748691099476,0.722077922077922
0.706806282722513,0.704663212435233,0.712041884816754,0.708333333333333
0.698952879581152,0.7,0.696335078534031,0.698162729658793
0.717277486910995,0.70048309178744,0.759162303664921,0.728643216080402
0.709424083769634,0.708333333333333,0.712041884816754,0.710182767624021
0.698952879581152,0.69,0.722513089005236,0.705882352941176
0.68848167539267,0.68,0.712041884816754,0.695652173913043
0.680628272251309,0.69060773480663,0.654450261780105,0.672043010752688
0.693717277486911,0.686868686868687,0.712041884816754,0.699228791773779
0.725130890052356,0.726315789473684,0.722513089005236,0.724409448818898
0.704188481675393,0.71195652173913,0.68586387434555,0.698666666666667
0.712041884816754,0.723756906077348,0.68586387434555,0.704301075268817
0.698952879581152,0.708791208791209,0.675392670157068,0.691689008042895
0.738219895287958,0.76,0.696335078534031,0.726775956284153
0.727748691099476,0.706161137440758,0.780104712041885,0.741293532338308
0.698952879581152,0.69,0.722513089005236,0.705882352941176
0.717277486910995,0.734463276836158,0.680628272251309,0.706521739130435
0.701570680628272,0.697435897435897,0.712041884816754,0.704663212435233
0.68848167539267,0.695652173913043,0.670157068062827,0.682666666666667
0.696335078534031,0.690355329949239,0.712041884816754,0.701030927835051
0.667539267015707,0.656862745098039,0.701570680628272,0.678481012658228
0.698952879581152,0.715909090909091,0.659685863874346,0.686648501362398
0.714659685863874,0.725274725274725,0.691099476439791,0.707774798927614
0.670157068062827,0.670157068062827,0.670157068062827,0.670157068062827
0.691099476439791,0.70391061452514,0.659685863874346,0.681081081081081
0.691099476439791,0.697297297297297,0.675392670157068,0.686170212765957
0.68586387434555,0.693989071038251,0.664921465968586,0.679144385026738
0.696335078534031,0.698412698412698,0.691099476439791,0.694736842105263
0.735602094240838,0.710280373831776,0.795811518324607,0.750617283950617
0.680628272251309,0.673366834170854,0.701570680628272,0.687179487179487
0.693717277486911,0.679611650485437,0.732984293193717,0.705289672544081
0.698952879581152,0.69,0.722513089005236,0.705882352941176
0.735602094240838,0.741935483870968,0.722513089005236,0.73209549071618
0.664921465968586,0.693251533742331,0.591623036649215,0.638418079096045
0.691099476439791,0.693121693121693,0.68586387434555,0.689473684210526
0.712041884816754,0.712041884816754,0.712041884816754,0.712041884816754
0.722513089005236,0.740112994350282,0.68586387434555,0.71195652173913
0.709424083769634,0.698019801980198,0.738219895287958,0.717557251908397
0.735602094240838,0.727272727272727,0.753926701570681,0.740359897172236
0.691099476439791,0.691099476439791,0.691099476439791,0.691099476439791
0.719895287958115,0.714285714285714,0.732984293193717,0.723514211886305
0.698952879581152,0.711111111111111,0.670157068062827,0.690026954177898
0.722513089005236,0.715736040609137,0.738219895287958,0.72680412371134
0.712041884816754,0.701492537313433,0.738219895287958,0.719387755102041
0.701570680628272,0.708108108108108,0.68586387434555,0.696808510638298
0.701570680628272,0.722543352601156,0.654450261780105,0.686813186813187
0.727748691099476,0.723076923076923,0.738219895287958,0.730569948186528
0.701570680628272,0.710382513661202,0.680628272251309,0.695187165775401
0.709424083769634,0.722222222222222,0.680628272251309,0.700808625336927
0.740837696335079,0.732323232323232,0.759162303664921,0.745501285347044
0.709424083769634,0.708333333333333,0.712041884816754,0.710182767624021
0.730366492146597,0.715686274509804,0.764397905759162,0.739240506329114
0.719895287958115,0.712121212121212,0.738219895287958,0.724935732647815
0.709424083769634,0.706185567010309,0.717277486910995,0.711688311688312
0.714659685863874,0.727777777777778,0.68586387434555,0.706199460916442
0.706806282722513,0.728323699421965,0.659685863874346,0.692307692307692
0.712041884816754,0.734104046242775,0.664921465968586,0.697802197802198
0.675392670157068,0.685082872928177,0.649214659685864,0.666666666666667
0.698952879581152,0.702127659574468,0.691099476439791,0.696569920844327
0.704188481675393,0.705263157894737,0.701570680628272,0.703412073490814
0.701570680628272,0.689655172413793,0.732984293193717,0.710659898477157
0.735602094240838,0.725,0.759162303664921,0.741687979539642
0.730366492146597,0.729166666666667,0.732984293193717,0.731070496083551
0.706806282722513,0.708994708994709,0.701570680628272,0.705263157894737
0.709424083769634,0.722222222222222,0.680628272251309,0.700808625336927
0.722513089005236,0.727272727272727,0.712041884816754,0.71957671957672
0.698952879581152,0.723529411764706,0.643979057591623,0.681440443213296
0.701570680628272,0.685990338164251,0.743455497382199,0.71356783919598
0.709424083769634,0.717391304347826,0.691099476439791,0.704
0.714659685863874,0.727777777777778,0.68586387434555,0.706199460916442
0.717277486910995,0.717277486910995,0.717277486910995,0.717277486910995
0.746073298429319,0.719626168224299,0.806282722513089,0.760493827160494
0.68848167539267,0.693548387096774,0.675392670157068,0.684350132625995
0.719895287958115,0.716494845360825,0.727748691099476,0.722077922077922
0.740837696335079,0.747311827956989,0.727748691099476,0.737400530503979
0.68848167539267,0.68,0.712041884816754,0.695652173913043
0.698952879581152,0.69,0.722513089005236,0.705882352941176
0.738219895287958,0.735751295336788,0.743455497382199,0.739583333333333
0.714659685863874,0.705,0.738219895287958,0.721227621483376
0.727748691099476,0.73015873015873,0.722513089005236,0.726315789473684
0.735602094240838,0.73936170212766,0.727748691099476,0.733509234828496
0.701570680628272,0.72,0.659685863874346,0.688524590163934
0.672774869109948,0.685393258426966,0.638743455497382,0.661246612466125
0.714659685863874,0.75,0.643979057591623,0.692957746478873
0.701570680628272,0.691542288557214,0.727748691099476,0.709183673469388
0.691099476439791,0.685279187817259,0.706806282722513,0.695876288659794
0.693717277486911,0.705555555555556,0.664921465968586,0.684636118598383
0.691099476439791,0.710982658959538,0.643979057591623,0.675824175824176
0.725130890052356,0.76219512195122,0.654450261780105,0.704225352112676
0.722513089005236,0.722513089005236,0.722513089005236,0.722513089005236
0.74869109947644,0.768361581920904,0.712041884816754,0.739130434782609
0.722513089005236,0.717948717948718,0.732984293193717,0.725388601036269
0.709424083769634,0.7,0.732984293193717,0.71611253196931
0.696335078534031,0.694300518134715,0.701570680628272,0.697916666666667
0.727748691099476,0.723076923076923,0.738219895287958,0.730569948186528
