base_similar_mfcc,base_dissimilar_mfcc,similar_dissimilar_mfcc,dissimilar_similar_mfcc,dissimilar_base_mfcc,similar_base_mfcc,base_similar_chroma,base_dissimilar_chroma,similar_dissimilar_chroma,dissimilar_similar_chroma,dissimilar_base_chroma,similar_base_chroma,ab_gt_ac
801.3502033475411,816.1279766756152,603.6566509206677,484.7093429383127,668.3569129306846,812.2460116552209,11.389129793342201,7.873350995789611,8.691469672365981,9.097004252472013,4.236178170097012,7.088922445279385,TRUE
625.2417355405837,629.0602465763978,829.3381234125379,888.5669391542997,634.9597689218721,643.7978147396523,5.220147542327493,6.987849092545343,6.810806338296691,6.911506137689496,8.071847617471093,5.759055913901134,TRUE
1063.4113010130377,1418.695745425753,1509.1810950644278,1341.3676835786641,1159.57335458437,1809.106705009649,0.8568190841267812,4.004203607053343,4.29364629486645,3.7103435015341333,3.5619098542280985,0.8640747065770047,TRUE
488.95128839027865,950.3591117542787,976.2603805494844,816.5394415775871,813.6683681590673,473.09424372345217,6.773515916747676,7.024842636345999,7.855990657430528,4.800479879087614,6.848713644620285,8.294308976605786,TRUE
385.3153916716659,359.35741351486536,554.30243380445,508.7877727638696,310.0997032824354,362.5481443830705,4.043560171063038,4.139872747889299,5.871498702020684,5.083474588106779,4.466019498112414,3.0384585306235135,TRUE
1911.198238806422,553.9663390273772,2030.110664920347,1898.1635160838018,561.4913761875954,1913.3219741291407,2.6985064518926265,6.901207313145976,7.758198715942802,5.767785012068907,7.122924578332642,4.331229042669397,TRUE
504.57652911055936,1375.436238582578,1809.6691099906498,1840.2096021034258,1540.9899762021423,631.1075165762018,6.866627775334758,7.4198551878823995,7.804953198857367,7.887126677434786,8.07538188419269,6.755747849796215,TRUE
703.4783686268592,1096.4496297307119,738.7928913184159,721.967074551252,970.5226746555675,601.984002878356,7.348005596934309,6.638357551961114,7.701555670185283,7.902187906176817,4.3047642169554665,7.108458517957944,TRUE
676.6049307535689,1045.163310290478,1300.6040511682681,985.8209580121031,944.7607082030065,819.1911838043734,5.455325360979801,5.764944560418124,8.254504556859107,5.126729388040221,4.8430557234779,6.510201877744731,TRUE
738.1334568588953,1197.1337132970993,1097.175314923777,1063.719854066486,1262.8105739021644,866.7363214087761,4.9257545856783915,5.8192843611150895,5.926114210246447,5.722258506650564,6.829642027086436,7.956270614444126,TRUE
