ab_mfcc,ac_mfcc,ab_chroma,ac_chroma,ab_gt_ac
884.836887927492,905.5510086188433,13.122024241620489,9.034310424548634,TRUE
715.7249331183341,709.7822938082037,5.889944150423828,8.346034190290109,TRUE
1230.2484277407345,1583.896912194275,1.0170570438155815,4.719330093781325,TRUE
559.8217127486594,1081.0291561169934,7.9719095284779415,8.609436587031668,TRUE
431.8631328413535,415.91022223035986,4.5539145704965165,4.938666300756526,TRUE
2150.1405008013758,636.9397388842466,3.149214633811412,8.251193177569734,TRUE
597.8915100458584,1574.4867694597904,8.191049080740761,8.7902738611577,TRUE
785.1454247633415,1247.279335701605,8.600346251893491,7.693687093398511,TRUE
770.1518922421918,1212.4137945099997,6.601226581279883,6.6174273035584,TRUE
930.3404378984296,1457.5958216005488,5.8914715834662665,6.576759272111191,TRUE
598.6048351036292,683.3066226069163,6.086804761222174,9.17362785810241,TRUE
1575.4314560132789,1259.1556272762396,9.06116117025417,4.615905562947462,TRUE
587.3549309284758,664.8861580311179,10.588558796207845,4.941424903723825,TRUE
621.8866472437207,822.743450450536,7.206524700030544,8.935220618306586,TRUE
1785.171747008122,925.6591946771348,8.235339284969852,9.031534057347924,TRUE
1010.5267912475806,1246.6139750729358,8.003232591659389,8.014495460742316,TRUE
548.0785338428818,1064.172016176943,5.865563841625704,7.69908932031419,TRUE
621.4012521352656,665.8638828009787,10.701004680059956,8.090421695352143,TRUE
510.2802541457752,684.2992580593946,10.730573689421803,8.601288359570129,TRUE
419.3415622200441,629.3756877158594,4.147975818092647,7.273292256109954,TRUE
1241.087274254443,1318.686889222649,2.935926640600906,6.7937217543294635,TRUE
1110.0035529899596,681.1112181559292,8.276263327402699,8.266477233509654,TRUE
1725.4720295325924,1351.2189196583695,7.19729700883206,4.478921375241909,TRUE
905.8709319335786,1569.6665737346736,4.9294566792856225,7.705595908066079,TRUE
540.079881195333,2455.8446861836064,6.274469342001872,8.823388090230427,TRUE
1027.428706673396,1472.560339819697,6.881511831205252,6.404866163528023,TRUE
576.2798155439464,1011.4185196659254,7.045291349191793,11.330725833247278,TRUE
520.0497582362582,1645.3766091373382,4.64320787340322,7.227384579816623,TRUE
1988.8156760572915,1389.3276920336855,4.945195092533254,6.08100978519896,TRUE
272.07037995671124,957.9333157308658,9.366198255559393,7.515044895240515,TRUE
1064.911340555344,1649.5379003438043,2.9577936594291314,9.562312508983078,TRUE
534.209834241429,1461.253218491236,2.35527839201961,7.051416346188041,TRUE
700.5491100353939,947.8377546754391,4.234594862957552,6.5813941073903806,TRUE
1086.3357484228945,980.8167752252316,7.86009499328762,6.8186538361618085,TRUE
507.18804026732585,592.3041476830188,8.225846234348019,8.68203813541591,TRUE
868.7681350767003,828.1887122675306,9.410736508084671,8.892163421200907,TRUE
540.079881195333,2455.8446861836064,6.274469342001872,8.823388090230427,TRUE
305.9955060583558,1800.953624939507,6.687401385513831,8.385523554964092,TRUE
1147.0160899868315,884.2672191128481,5.582946574956862,8.590712373017503,TRUE
602.5985341175486,369.44566721767944,10.324416942407808,8.855727250945243,TRUE
681.1112181559292,1110.0035529899596,8.266477233509654,8.276263327402699,TRUE
470.3801966375737,696.1466046871477,9.644388851668356,4.483989451783532,TRUE
998.8627284532979,1614.2306545281212,7.4833835081491795,9.284635044806864,TRUE
1451.0641086591427,1217.2595565179913,7.317631995267452,7.772555533866258,TRUE
1138.4735796482596,1272.0562637235653,7.741556382595941,7.0922954972308565,TRUE
754.9605578145645,778.0650659799869,8.960169571862258,6.379973263703054,TRUE
867.7254110414276,659.5539706188661,6.482558422697515,7.8890764335527015,TRUE
377.6419054965851,744.652934978806,5.708952291426067,7.491548107984902,TRUE
892.0096989597898,1239.4695645303836,6.446590140816003,7.6486872924144205,TRUE
1119.8662097780334,1153.0622998124518,8.818109993386292,6.4645669410424365,TRUE
617.7713509220488,1856.0773829032205,5.823927795369652,3.144802308553983,TRUE
1019.0630425418071,765.8690751990296,9.168653055041466,8.130256133395942,TRUE
693.5982088710739,1223.4680127686252,5.297540250181222,8.374743291350857,TRUE
587.3826572434175,1267.318374215164,13.716239672818338,6.239286039942774,TRUE
1344.4632753083074,2249.780773026118,7.262351922372152,8.77382868887399,TRUE
943.4431790994859,1804.2439123523031,9.233620406953353,4.961105124184171,TRUE
