base_similar_mfcc,base_dissimilar_mfcc,similar_dissimilar_mfcc,dissimilar_similar_mfcc,dissimilar_base_mfcc,similar_base_mfcc,base_similar_chroma,base_dissimilar_chroma,similar_dissimilar_chroma,dissimilar_similar_chroma,dissimilar_base_chroma,similar_base_chroma,ab_gt_ac
561.9472305783302,557.4233121012535,401.70560809888485,310.48806399792653,438.5006307524803,500.64740369429757,6.797541002372919,4.368212672220149,4.712146916374888,5.369874665672336,1.4123574334821671,3.8204144897561707,TRUE
408.5043854454625,360.84138514200447,564.4628003020218,599.2977935587925,418.94212154776193,423.5476019224237,2.1425368118770702,2.906117462874416,3.4928418540286903,4.302919127572754,4.566412767837054,2.815928241723242,TRUE
713.3015222833827,952.2439409414392,1042.9189577512825,910.1330042485309,612.9282536209685,1096.4175510309274,0.55356706742278206,2.7761759193929585,2.796309922201547,1.4188690914905666,1.294076065494646,0.503562501591869,TRUE
331.3537529659711,658.0137398152903,665.7087325171688,491.5980980590774,483.368429228134,298.12391420566223,3.1543497288072873,3.666792458895007,4.1273909615808915,2.9881099674915803,3.7744961850027288,5.368313230623959,TRUE
244.7693967176495,235.00411161190598,361.6700646061237,344.6506122681095,207.1073326612402,233.60395877237528,1.8993239261795665,3.1354388202750654,3.0435775972645636,2.585694892360112,3.212373907931152,1.0713624860815325,TRUE
1342.4464648474886,368.1233886949227,1227.8285058530716,1258.99780019964,329.05187920004596,1195.5551558528414,1.6233586252457217,4.24737251169472,4.602908784035912,3.7858341473187265,4.250069064335648,2.4520377476492823,TRUE
322.77661818143554,884.6694017835259,1188.988809971907,1245.4774523848191,1009.6392058024608,407.28896900183065,3.569626608217142,3.541715880797018,4.384393197857069,4.677591893895663,3.787667831383532,3.4516132375585507,TRUE
470.62565943350205,749.0686065044906,458.1743715743694,406.52333078472407,533.1489166804229,393.44862370778264,4.664281282828668,3.8203997283119704,4.846213388132946,4.7274310908198744,2.6886351935175803,4.483930860487568,TRUE
447.2537845356869,645.0919544486112,836.8346563443779,669.6501778574661,625.729613921361,542.0034256828205,3.286980503042273,3.2978825230095397,4.758841122911407,2.497322460952174,2.56215349702378,3.8820386221729297,TRUE
404.9273699489526,745.0396525439614,739.8331218783178,688.2879857958083,824.4705107581501,533.7599183396223,2.66588383627708,3.3263410512696607,3.5036756040735915,3.6830110796519144,4.263540234418137,3.9073391505754285,TRUE
363.7180635804736,389.47120258074426,615.8623347454841,590.9494244792509,294.54514317379176,295.7982115235849,2.4240401234267432,3.7186548481275805,2.9042437562679635,4.607259238795659,4.500538356005429,2.629139815695657,TRUE
943.8951849767485,683.5200046842524,643.5389431729225,633.705419558061,749.588812430057,827.3396449533159,5.00197610714454,2.849921912934591,4.186664601481879,5.084370421014028,2.0936522022073847,3.7556887539302957,TRUE
328.3019740638324,367.24865646824253,430.74725255155045,492.14761066537886,394.15597225704414,277.9793587607926,5.349858420669523,2.123849568523077,3.374374469230532,4.93232674058119,2.3339712020549936,3.5274795526378995,TRUE
327.4611408324429,423.5013809734338,380.3161171650996,439.23202592852203,468.4469719712092,307.69874521301665,3.099553704195384,3.632082916180238,3.871193789980464,4.743535596761797,3.7670621983703136,3.2549913174782095,TRUE
1038.6890116730299,552.4307182408088,1371.0262171705176,1440.394248263794,600.9746397824944,1038.4082950380366,4.326331320052767,3.793401395908547,3.8967155786856065,4.428593190690401,4.312857667796841,3.8584106293220315,TRUE
589.4957905022741,559.5569760161395,1422.3409695683513,1162.0468603215968,834.5291727772492,675.5971622695472,3.669926298438401,3.7173972199877054,3.6695185366057723,3.586529002521537,2.931230538773471,3.227364323426424,TRUE
295.7982115235849,615.8623347454841,389.47120258074426,294.54514317379176,590.9494244792509,363.7180635804736,2.629139815695657,2.9042437562679635,3.7186548481275805,4.500538356005429,4.607259238795659,2.4240401234267432,TRUE
312.53166966272534,390.92269523341895,464.2912203545362,477.74909765310804,378.7374336161431,286.44567147817475,5.366416041508056,3.1025041742586787,3.8315555215986796,4.120052139162633,3.2474458801710586,5.250552646783125,TRUE
306.9018901900441,416.8539961690723,463.00424897739606,467.81363845457145,498.3904892307836,301.2808877702915,4.199799881844562,4.458038630529783,4.707175293603518,5.258701161290671,4.563518927049495,5.1308427564972465,TRUE
233.60395877237528,361.6700646061237,235.00411161190598,207.1073326612402,344.6506122681095,244.7693967176495,1.0713624860815325,3.0435775972645636,3.1354388202750654,3.212373907931152,2.585694892360112,1.8993239261795665,TRUE
658.733093795199,753.7682959717429,992.4935839696213,1420.5876083407961,983.379086378138,605.4330456900541,0.9487124875420218,3.537474002582359,4.142852309411623,2.9998189272105185,3.1187853328568083,2.6403928162667456,TRUE
610.9309188607914,408.1758188324882,802.9926920498644,904.246559238146,378.1854126334366,475.5003452394941,3.23935342344526,2.783296462265465,1.9503020928728796,1.8173896502957527,3.158569361311253,3.3203306239989603,TRUE
957.9666242739808,658.8478923120213,1062.199898671783,539.2287538006501,825.5665175399536,1031.6473046192486,3.4815295014567833,1.753857128174192,4.317708325097252,3.6486927115373695,2.3881053162568917,3.6013108672067222,TRUE
549.0174667562746,987.5776225311064,1001.0117600452847,731.2731216109764,557.4979718199563,567.0810198944833,2.322465707238046,3.6539663661128055,2.4637606591267907,3.5081788901336584,4.1123982549175855,2.3090738172694327,TRUE
